Link;Nome;Sku;EAN
https://www.lojasguapore.com.br/produto/espreguicadeira-de-madeira-2-lugares-toscana-tramontina-13911101-117563;Espreguiçadeira de Madeira 2 Lugares Toscana Tramontina 13911101;101010.SKU;7896779404698    
