;;;;;SKU;Nome;Descrição;Imagem 1;Imagem 2;Imagem 3;Imagem 4;Imagem 5;Imagem 6;Imagem 7;Imagem 8;Imagem 9;Base;Cúpulas;Dimerização;Garantia;IRC;Lâmpada Indicada;Materiais;Potência;Temperatura de Cor;Tensão;Índice de Proteção
"{""AVANT_1"":{""﻿SKU"": ""AVANT_1"", ""Nome"": ""Kit Trilho Elegance"", ""Descrição"": ""Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de i luminar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> "", ""MainImg"": ""/img/avant/AVANT_1_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_1_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_1_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_1_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_1_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_1_6.jpg"", ""Dimerização"": ""Não Dimerizável"", ""Garantia"": ""2 anos"", ""IRC"": "">80"", ""Potência"": ""7W"", ""Temperatura de Cor"": ""3000K, 6500K"", ""Tensão"": ""BIVOLT Automático 100V – 240V"", ""Índice de Proteção"": ""IP20""}},";"{""";AVANT_1;""":";"{""﻿SKU"": ""AVANT_1"", ""Nome"": ""Kit Trilho Elegance"", ""Descrição"": ""Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de i luminar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> "", ""MainImg"": ""/img/avant/AVANT_1_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_1_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_1_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_1_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_1_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_1_6.jpg"", ""Dimerização"": ""Não Dimerizável"", ""Garantia"": ""2 anos"", ""IRC"": "">80"", ""Potência"": ""7W"", ""Temperatura de Cor"": ""3000K, 6500K"", ""Tensão"": ""BIVOLT Automático 100V – 240V"", ""Índice de Proteção"": ""IP20""}";AVANT_1;Kit Trilho Elegance;Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de iluminar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> ;/img/avant/AVANT_1_1.jpg;/img/avant/AVANT_1_2.jpg;/img/avant/AVANT_1_3.jpg;/img/avant/AVANT_1_4.jpg;/img/avant/AVANT_1_5.jpg;/img/avant/AVANT_1_6.jpg;;;;;;Não Dimerizável;2 anos;>80;;;7W;3000K, 6500K;BIVOLT Automático 100V – 240V;IP20
"{""AVANT_2"": {""﻿SKU"": ""AVANT_2"", ""Nome"": ""Trilho Elegance"", ""Descrição"": ""Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de ilumi nar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> "", ""MainImg"": ""/img/avant/AVANT_2_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_2_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_2_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_2_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_2_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_2_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_2_7.jpg"", ""Imagem 8"": ""/img/avant/AVANT_2_8.jpg"", ""Imagem 9"": ""/img/avant/AVANT_2_9.jpg"", ""Dimerização"": ""Não Dimerizável"", ""Garantia"": ""2 anos"", ""IRC"": "">80"", ""Potência"": ""7W, 12W, 30W"", ""Temperatura de Cor"": ""6500K"", ""Tensão"": ""BIVOLT Automático 100V – 240V"", ""Índice de Proteção"": ""IP20""}},";"{""";AVANT_2;""":";" {""﻿SKU"": ""AVANT_2"", ""Nome"": ""Trilho Elegance"", ""Descrição"": ""Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de ilumi nar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> "", ""MainImg"": ""/img/avant/AVANT_2_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_2_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_2_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_2_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_2_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_2_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_2_7.jpg"", ""Imagem 8"": ""/img/avant/AVANT_2_8.jpg"", ""Imagem 9"": ""/img/avant/AVANT_2_9.jpg"", ""Dimerização"": ""Não Dimerizável"", ""Garantia"": ""2 anos"", ""IRC"": "">80"", ""Potência"": ""7W, 12W, 30W"", ""Temperatura de Cor"": ""6500K"", ""Tensão"": ""BIVOLT Automático 100V – 240V"", ""Índice de Proteção"": ""IP20""}";AVANT_2;Trilho Elegance;Quando se fala em tendência e bom gosto em iluminação não tem como não falar dos trilhos. Com a possibilidade de iluminar onde você quiser, esses produtos versáteis se tornaram os queridinhos de arquitetos e lighting designers. <br> Adaptáveis, podem ser instalados até mesmo em tetos sem forro de gesso, dando aquele toque mais industrial ao ambiente. Por serem conectáveis, você pode fazer desenhos no teto, preencher longos corredores e aplicar quantos spots de luz quiser. <br> Com tantas vantagens, a linha de Trilhos Elegance é composta por duas cores e 3 potências diferentes, seu grande diferencial está no fato de ser produzido em policarbonato, tornando-o muito mais leve e prático de instalar. <br> ;/img/avant/AVANT_2_1.jpg;/img/avant/AVANT_2_2.jpg;/img/avant/AVANT_2_3.jpg;/img/avant/AVANT_2_4.jpg;/img/avant/AVANT_2_5.jpg;/img/avant/AVANT_2_6.jpg;/img/avant/AVANT_2_7.jpg;/img/avant/AVANT_2_8.jpg;/img/avant/AVANT_2_9.jpg;;;Não Dimerizável;2 anos;>80;;;7W, 12W, 30W;6500K;BIVOLT Automático 100V – 240V;IP20
"{""AVANT_3"": {""﻿SKU"": ""AVANT_3"", ""Nome"": ""Cage"", ""Descrição"": ""Para quebrar o símbolo de prisão que traz uma gaiola, criamos a linha CAGE que, com o perdão do trocadilho, quebra todas as barre iras ao trazer um objeto desses sem grades, simbolizando a liberdade, a vida e a plenitude. Cheia de significados, a linha é composta por dois tamanhos e quatro cores diferentes, com o diferencial de não necessitar de lâmpada, pois seu LED é integrado, trazendo assim toda a leveza e formas consagradas para os mais variados ambientes. <br> "", ""MainImg"": ""/img/avant/AVANT_3_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_3_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_3_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_3_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_3_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_3_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_3_7.jpg"", ""Imagem 8"": ""/img/avant/AVANT_3_8.jpg"", ""Imagem 9"": ""/img/avant/AVANT_3_9.jpg"", ""Garantia"": ""2 anos"", ""Materiais"": ""Aço, Alumínio"", ""Tensão"": ""BIVOLT Automático 100V – 240V""}},";"{""";AVANT_3;""":";" {""﻿SKU"": ""AVANT_3"", ""Nome"": ""Cage"", ""Descrição"": ""Para quebrar o símbolo de prisão que traz uma gaiola, criamos a linha CAGE que, com o perdão do trocadilho, quebra todas as barre iras ao trazer um objeto desses sem grades, simbolizando a liberdade, a vida e a plenitude. Cheia de significados, a linha é composta por dois tamanhos e quatro cores diferentes, com o diferencial de não necessitar de lâmpada, pois seu LED é integrado, trazendo assim toda a leveza e formas consagradas para os mais variados ambientes. <br> "", ""MainImg"": ""/img/avant/AVANT_3_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_3_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_3_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_3_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_3_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_3_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_3_7.jpg"", ""Imagem 8"": ""/img/avant/AVANT_3_8.jpg"", ""Imagem 9"": ""/img/avant/AVANT_3_9.jpg"", ""Garantia"": ""2 anos"", ""Materiais"": ""Aço, Alumínio"", ""Tensão"": ""BIVOLT Automático 100V – 240V""}";AVANT_3;Cage;Para quebrar o símbolo de prisão que traz uma gaiola, criamos a linha CAGE que, com o perdão do trocadilho, quebra todas as barreiras ao trazer um objeto desses sem grades, simbolizando a liberdade, a vida e a plenitude. Cheia de significados, a linha é composta por dois tamanhos e quatro cores diferentes, com o diferencial de não necessitar de lâmpada, pois seu LED é integrado, trazendo assim toda a leveza e formas consagradas para os mais variados ambientes. <br> ;/img/avant/AVANT_3_1.jpg;/img/avant/AVANT_3_2.jpg;/img/avant/AVANT_3_3.jpg;/img/avant/AVANT_3_4.jpg;/img/avant/AVANT_3_5.jpg;/img/avant/AVANT_3_6.jpg;/img/avant/AVANT_3_7.jpg;/img/avant/AVANT_3_8.jpg;/img/avant/AVANT_3_9.jpg;;;;2 anos;;;Aço, Alumínio;;;BIVOLT Automático 100V – 240V;
"{""AVANT_4"": {""﻿SKU"": ""AVANT_4"", ""Nome"": ""Kavas"", ""Descrição"": ""A grande tendência para este ano são os pendentes com materiais vindos da natureza. Naturais, essas peças ecológicas fazem suces so no mercado de iluminação e nas decorações de casas e áreas comerciais, graças a preocupação cada vez maior e um interesse crescente por objetos eco friendly. Além disso, esses materiais trazem aconchego e equilíbrio ao espaço onde estão instalados. <br> "", ""MainImg"": ""/img/avant/AVANT_4_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_4_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_4_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_4_4.jpg"", ""Cúpulas"": ""1"", ""Garantia"": ""2 anos"", ""Materiais"": ""Madeira"", ""Tensão"": ""127V, 220V""}},";"{""";AVANT_4;""":";" {""﻿SKU"": ""AVANT_4"", ""Nome"": ""Kavas"", ""Descrição"": ""A grande tendência para este ano são os pendentes com materiais vindos da natureza. Naturais, essas peças ecológicas fazem suces so no mercado de iluminação e nas decorações de casas e áreas comerciais, graças a preocupação cada vez maior e um interesse crescente por objetos eco friendly. Além disso, esses materiais trazem aconchego e equilíbrio ao espaço onde estão instalados. <br> "", ""MainImg"": ""/img/avant/AVANT_4_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_4_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_4_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_4_4.jpg"", ""Cúpulas"": ""1"", ""Garantia"": ""2 anos"", ""Materiais"": ""Madeira"", ""Tensão"": ""127V, 220V""}";AVANT_4;Kavas;A grande tendência para este ano são os pendentes com materiais vindos da natureza. Naturais, essas peças ecológicas fazem sucesso no mercado de iluminação e nas decorações de casas e áreas comerciais, graças a preocupação cada vez maior e um interesse crescente por objetos eco friendly. Além disso, esses materiais trazem aconchego e equilíbrio ao espaço onde estão instalados. <br> ;/img/avant/AVANT_4_1.jpg;/img/avant/AVANT_4_2.jpg;/img/avant/AVANT_4_3.jpg;/img/avant/AVANT_4_4.jpg;;;;;;;1;;2 anos;;;Madeira;;;127V, 220V;
"{""AVANT_5"": {""﻿SKU"": ""AVANT_5"", ""Nome"": ""Spear"", ""Descrição"": ""Presente na humanidade desde seus primórdios, as primeiras lanças têm registros na pré-história quando eram feitas de ossos de a nimais, seja para caça, pesca ou batalhas contra inimigos. Já na época medieval, foi amplamente utilizada nas guerras pelos piqueiros, de onde surgiu a chamada lança PIQUE, com cerca de 3 a 5 metros e ponta de metal. <br> "", ""MainImg"": ""/img/avant/AVANT_5_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_5_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_5_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_5_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_5_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_5_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_5_7.jpg"", ""Cúpulas"": ""1"", ""Garantia"": ""2 anos"", ""Materiais"": ""Alumínio"", ""Tensão"": ""127V, 220V""}},";"{""";AVANT_5;""":";" {""﻿SKU"": ""AVANT_5"", ""Nome"": ""Spear"", ""Descrição"": ""Presente na humanidade desde seus primórdios, as primeiras lanças têm registros na pré-história quando eram feitas de ossos de a nimais, seja para caça, pesca ou batalhas contra inimigos. Já na época medieval, foi amplamente utilizada nas guerras pelos piqueiros, de onde surgiu a chamada lança PIQUE, com cerca de 3 a 5 metros e ponta de metal. <br> "", ""MainImg"": ""/img/avant/AVANT_5_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_5_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_5_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_5_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_5_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_5_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_5_7.jpg"", ""Cúpulas"": ""1"", ""Garantia"": ""2 anos"", ""Materiais"": ""Alumínio"", ""Tensão"": ""127V, 220V""}";AVANT_5;Spear;Presente na humanidade desde seus primórdios, as primeiras lanças têm registros na pré-história quando eram feitas de ossos de animais, seja para caça, pesca ou batalhas contra inimigos. Já na época medieval, foi amplamente utilizada nas guerras pelos piqueiros, de onde surgiu a chamada lança PIQUE, com cerca de 3 a 5 metros e ponta de metal. <br> ;/img/avant/AVANT_5_1.jpg;/img/avant/AVANT_5_2.jpg;/img/avant/AVANT_5_3.jpg;/img/avant/AVANT_5_4.jpg;/img/avant/AVANT_5_5.jpg;/img/avant/AVANT_5_6.jpg;/img/avant/AVANT_5_7.jpg;;;;1;;2 anos;;;Alumínio;;;127V, 220V;
"{""AVANT_6"": {""﻿SKU"": ""AVANT_6"", ""Nome"": ""Nature"", ""Descrição"": ""A cada dia que se passa, a preocupação e cuidado com o sustentável e a natureza aumentam. São diversas iniciativas para melhora r a qualidade de vida de todos e a busca por um mundo mais verde. Pensando nisso, por que não aplicar essa filosofia também no mundo da iluminação? Lançamos assim a linha Nature, uma das maiores novidades de 2018. Disponível em três formatos, todos vem com um suporte onde você pode inserir o seu vaso de flores ou plantas favoritos e surpreender a todos com algo nada visto antes. Plantas ajudam a equilibrar a umidade do ambiente, limpar o ar e te ajudam a relaxar. Ideal para apartamentos sem muito espaço ou para amantes da natureza. <br> "", ""MainImg"": ""/img/avant/AVANT_6_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_6_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_6_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_6_4.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Globo Retrô"", ""Materiais"": ""Alumínio, Vidro"", ""Tensão"": ""127V, 220V""}},";"{""";AVANT_6;""":";" {""﻿SKU"": ""AVANT_6"", ""Nome"": ""Nature"", ""Descrição"": ""A cada dia que se passa, a preocupação e cuidado com o sustentável e a natureza aumentam. São diversas iniciativas para melhora r a qualidade de vida de todos e a busca por um mundo mais verde. Pensando nisso, por que não aplicar essa filosofia também no mundo da iluminação? Lançamos assim a linha Nature, uma das maiores novidades de 2018. Disponível em três formatos, todos vem com um suporte onde você pode inserir o seu vaso de flores ou plantas favoritos e surpreender a todos com algo nada visto antes. Plantas ajudam a equilibrar a umidade do ambiente, limpar o ar e te ajudam a relaxar. Ideal para apartamentos sem muito espaço ou para amantes da natureza. <br> "", ""MainImg"": ""/img/avant/AVANT_6_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_6_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_6_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_6_4.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Globo Retrô"", ""Materiais"": ""Alumínio, Vidro"", ""Tensão"": ""127V, 220V""}";AVANT_6;Nature;A cada dia que se passa, a preocupação e cuidado com o sustentável e a natureza aumentam. São diversas iniciativas para melhorar a qualidade de vida de todos e a busca por um mundo mais verde. Pensando nisso, por que não aplicar essa filosofia também no mundo da iluminação? Lançamos assim a linha Nature, uma das maiores novidades de 2018. Disponível em três formatos, todos vem com um suporte onde você pode inserir o seu vaso de flores ou plantas favoritos e surpreender a todos com algo nada visto antes. Plantas ajudam a equilibrar a umidade do ambiente, limpar o ar e te ajudam a relaxar. Ideal para apartamentos sem muito espaço ou para amantes da natureza. <br> ;/img/avant/AVANT_6_1.jpg;/img/avant/AVANT_6_2.jpg;/img/avant/AVANT_6_3.jpg;/img/avant/AVANT_6_4.jpg;;;;;;E27;1;;1 ano;;Globo Retrô;Alumínio, Vidro;;;127V, 220V;
"{""AVANT_7"": {""﻿SKU"": ""AVANT_7"", ""Nome"": ""Lephare"", ""Descrição"": ""Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções  do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> "", ""MainImg"": ""/img/avant/AVANT_7_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_7_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_7_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_7_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_7_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_7_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_7_7.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Aço, Alumínio"", ""Tensão"": ""127V, 220V""}},";"{""";AVANT_7;""":";" {""﻿SKU"": ""AVANT_7"", ""Nome"": ""Lephare"", ""Descrição"": ""Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções  do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> "", ""MainImg"": ""/img/avant/AVANT_7_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_7_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_7_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_7_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_7_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_7_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_7_7.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Aço, Alumínio"", ""Tensão"": ""127V, 220V""}";AVANT_7;Lephare;Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> ;/img/avant/AVANT_7_1.jpg;/img/avant/AVANT_7_2.jpg;/img/avant/AVANT_7_3.jpg;/img/avant/AVANT_7_4.jpg;/img/avant/AVANT_7_5.jpg;/img/avant/AVANT_7_6.jpg;/img/avant/AVANT_7_7.jpg;;;E27;1;;1 ano;;Pera LED;Aço, Alumínio;;;127V, 220V;
"{""AVANT_8"": {""﻿SKU"": ""AVANT_8"", ""Nome"": ""Lephare"", ""Descrição"": ""Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções  do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> "", ""MainImg"": ""/img/avant/AVANT_8_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_8_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_8_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_8_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_8_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_8_6.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Alumínio""}},";"{""";AVANT_8;""":";" {""﻿SKU"": ""AVANT_8"", ""Nome"": ""Lephare"", ""Descrição"": ""Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções  do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> "", ""MainImg"": ""/img/avant/AVANT_8_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_8_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_8_3.jpg"", ""Imagem 4"": ""/img/avant/AVANT_8_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_8_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_8_6.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Alumínio""}";AVANT_8;Lephare;Muitos e muitos anos atrás, os egípcios (além das famosas pirâmides) possuíam uma das mais conhecidas e imponentes construções do mundo antigo, o farol de Alexandria. No topo deste farol, havia uma enorme fogueira que orientava as embarcações da época a entrar de forma segura nos portos da antiga cidade. Acredita-se que este farol serviu de inspiração para os modelos modernos que conhecemos hoje. <br> Do francês Le Phare, “O Farol” oferece a busca de um caminho seguro e guiado pela luz. Lançamos esta nova linha de pendentes composta por 2 tamanhos e 6 diferentes cores, que irão se adequar aos mais variados gostos e necessidades. Embarque nessa com a Avant! <br> ;/img/avant/AVANT_8_1.jpg;/img/avant/AVANT_8_2.jpg;/img/avant/AVANT_8_3.jpg;/img/avant/AVANT_8_4.jpg;/img/avant/AVANT_8_5.jpg;/img/avant/AVANT_8_6.jpg;;;;E27;1;;1 ano;;Pera LED;Alumínio;;;;
"{""AVANT_9"": {""﻿SKU"": ""AVANT_9"", ""Nome"": ""Bell"", ""MainImg"": ""/img/avant/AVANT_9_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_9_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_9_3.jpg"", ""Imagem 4"": ""/img/avant /AVANT_9_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_9_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_9_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_9_7.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Alumínio""}},";"{""";AVANT_9;""":";" {""﻿SKU"": ""AVANT_9"", ""Nome"": ""Bell"", ""MainImg"": ""/img/avant/AVANT_9_1.jpg"", ""Imagem 2"": ""/img/avant/AVANT_9_2.jpg"", ""Imagem 3"": ""/img/avant/AVANT_9_3.jpg"", ""Imagem 4"": ""/img/avant /AVANT_9_4.jpg"", ""Imagem 5"": ""/img/avant/AVANT_9_5.jpg"", ""Imagem 6"": ""/img/avant/AVANT_9_6.jpg"", ""Imagem 7"": ""/img/avant/AVANT_9_7.jpg"", ""Base"": ""E27"", ""Cúpulas"": ""1"", ""Garantia"": ""1 ano"", ""Lâmpada Indicada"": ""Pera LED"", ""Materiais"": ""Alumínio""}";AVANT_9;Bell;;/img/avant/AVANT_9_1.jpg;/img/avant/AVANT_9_2.jpg;/img/avant/AVANT_9_3.jpg;/img/avant/AVANT_9_4.jpg;/img/avant/AVANT_9_5.jpg;/img/avant/AVANT_9_6.jpg;/img/avant/AVANT_9_7.jpg;;;E27;1;;1 ano;;Pera LED;Alumínio;;;;
